Date,Contest number,Word,Number of  reported results,Number in hard mode,1 try,2 tries,3 tries,4 tries,5 tries,6 tries,7 or more tries (X),Total Percent,score,year,WordPercent,WordLogPercent,LetterPercent,Rep,VowelCount,avgscore
2022-12-31 00:00:00,560,manly,20380.0,1899.0,0.0,2.0,17.0,37.0,29.0,12.0,2.0,99.0,2.11,2019,0.0003182011,-8.052826985121245,23.3,1,1,4.383838383838384
2022-12-30 00:00:00,559,molar,21204.0,1973.0,0.0,4.0,21.0,38.0,26.0,9.0,1.0,99.0,2.04,2019,0.0003044151,-8.097118327425203,28.1,1,2,4.181818181818182
2022-12-29 00:00:00,558,havoc,20001.0,1919.0,0.0,2.0,16.0,38.0,30.0,12.0,2.0,100.0,2.1399999999999997,2019,0.0002385904,-8.340762283812326,25.580000000000002,1,2,4.4
2022-12-28 00:00:00,557,impel,20160.0,1937.0,0.0,3.0,21.0,40.0,25.0,9.0,1.0,99.0,2.045,2019,2.7892e-05,-10.48717064860551,28.0,1,2,4.191919191919192
2022-12-27 00:00:00,556,condo,20879.0,2012.0,0.0,2.0,17.0,35.0,29.0,14.0,3.0,100.0,2.1350000000000002,2019,0.000190312,-8.566845727321308,28.8,2,2,4.45
2022-12-26 00:00:00,555,judge,20011.0,2043.0,0.0,2.0,8.0,16.0,26.0,33.0,14.0,99.0,2.17,2019,0.005201321,-5.258842647195523,21.95,1,2,5.232323232323233
2022-12-25 00:00:00,554,extra,15554.0,1562.0,1.0,5.0,20.0,35.0,28.0,10.0,1.0,100.0,2.06,2019,0.0038574018,-5.5577614309531285,36.15,1,2,4.18
2022-12-24 00:00:00,553,poise,20281.0,1911.0,2.0,11.0,34.0,32.0,15.0,6.0,1.0,101.0,1.8299999999999998,2019,0.0001112378,-9.10384030585269,35.4,1,3,3.6831683168316833
2022-12-23 00:00:00,552,aorta,21937.0,2112.0,0.0,7.0,26.0,35.0,20.0,10.0,3.0,101.0,1.9749999999999999,2019,0.0002697789,-8.217907823327451,39.0,2,3,4.089108910891089
2022-12-22 00:00:00,551,excel,20490.0,2034.0,0.0,1.0,13.0,34.0,34.0,15.0,2.0,99.0,2.195,2019,0.0005808581,-7.451004065021536,32.349999999999994,2,2,4.555555555555555
2022-12-21 00:00:00,550,lunar,22180.0,2036.0,0.0,5.0,32.0,40.0,17.0,4.0,0.0,98.0,1.875,2019,0.0003380597,-7.992288050859071,27.7,1,2,3.826530612244898
2022-12-20 00:00:00,549,third,24137.0,2261.0,1.0,10.0,47.0,32.0,9.0,2.0,0.0,101.0,1.735,2019,0.0150865301,-4.193952979628999,32.5,1,1,3.4356435643564356
2022-12-19 00:00:00,548,slate,26010.0,2422.0,6.0,14.0,33.0,27.0,13.0,5.0,1.0,99.0,1.6849999999999998,2018,0.0003551452,-7.942983838027811,40.3,1,2,3.4646464646464645
2022-12-18 00:00:00,547,taper,22166.0,2108.0,0.0,8.0,28.0,30.0,20.0,11.0,3.0,100.0,1.9449999999999998,2018,0.0001399137,-8.874484753996605,37.89999999999999,1,2,4.07
2022-12-17 00:00:00,546,chord,22336.0,2088.0,0.0,7.0,39.0,38.0,13.0,3.0,0.0,100.0,1.83,2018,0.0003775193,-7.881888864754261,26.7,1,1,3.66
2022-12-16 00:00:00,545,probe,22853.0,2160.0,0.0,6.0,24.0,32.0,24.0,11.0,3.0,100.0,2.005,2018,0.0008508269,-7.069301857836645,29.599999999999998,1,2,4.19
2022-12-15 00:00:00,544,rival,22176.0,2127.0,0.0,7.0,27.0,35.0,22.0,8.0,1.0,100.0,1.97,2018,0.0009888733,-6.91894434374946,26.18,1,2,4.0
2022-12-14 00:00:00,543,usual,20824.0,2048.0,0.0,3.0,20.0,39.0,27.0,10.0,1.0,100.0,2.09,2018,0.0047536143,-5.348850045014074,24.099999999999998,2,3,4.24
2022-12-13 00:00:00,542,spoke,24101.0,2224.0,0.0,6.0,31.0,38.0,19.0,5.0,0.0,99.0,1.91,2018,0.0076541758,-4.872503923859851,29.169999999999998,1,2,3.8585858585858586
2022-12-12 00:00:00,541,apply,22873.0,2150.0,0.0,5.0,28.0,38.0,22.0,7.0,1.0,101.0,1.9949999999999999,2018,0.0056833576,-5.170213094135115,18.0,2,1,4.00990099009901
2022-12-11 00:00:00,540,naive,21947.0,2075.0,1.0,7.0,24.0,32.0,24.0,11.0,1.0,100.0,2.01,2018,0.000377242,-7.8826236666379215,35.58,1,3,4.08
2022-12-10 00:00:00,539,knock,21157.0,2041.0,0.0,3.0,18.0,43.0,27.0,8.0,1.0,100.0,2.08,2018,0.0014856537,-6.511900401567757,18.54,2,1,4.22
2022-12-09 00:00:00,538,braid,23640.0,2165.0,0.0,10.0,36.0,35.0,14.0,3.0,0.0,98.0,1.78,2018,0.0002078636,-8.478628462604414,27.0,1,2,3.63265306122449
2022-12-08 00:00:00,537,infer,21199.0,1863.0,0.0,3.0,19.0,33.0,26.0,14.0,3.0,98.0,2.06,2018,0.0004181947,-7.7795634444120765,34.599999999999994,1,2,4.387755102040816
2022-12-07 00:00:00,536,joust,24899.0,2388.0,0.0,6.0,29.0,34.0,21.0,8.0,2.0,100.0,1.95,2019,2.17619e-05,-10.735349823611898,25.85,1,2,4.02
2022-12-06 00:00:00,535,amber,23509.0,2261.0,0.0,6.0,22.0,33.0,24.0,12.0,3.0,100.0,2.025,2019,0.0007802996,-7.15583260946504,30.799999999999997,1,2,4.23
2022-12-05 00:00:00,534,woken,23153.0,2200.0,0.0,2.0,10.0,25.0,36.0,23.0,4.0,100.0,2.28,2019,0.0002725962,-8.207518978637594,30.069999999999997,1,2,4.8
2022-12-04 00:00:00,533,adore,25577.0,2398.0,2.0,17.0,32.0,29.0,15.0,5.0,1.0,101.0,1.7699999999999998,2019,0.0002040987,-8.49690685759551,38.7,1,3,3.5643564356435644
2022-12-03 00:00:00,532,torso,23873.0,2260.0,0.0,4.0,35.0,36.0,17.0,6.0,1.0,99.0,1.8949999999999998,2019,0.0004029209,-7.816770293198255,36.400000000000006,2,2,3.888888888888889
2022-12-02 00:00:00,531,chafe,24646.0,2343.0,0.0,6.0,30.0,33.0,19.0,9.0,2.0,99.0,1.925,2019,3.59696e-05,-10.232836420696666,31.999999999999996,1,2,4.01010101010101
2022-12-01 00:00:00,530,eject,22628.0,2200.0,0.0,2.0,11.0,35.0,36.0,14.0,2.0,100.0,2.215,2019,4.88737e-05,-9.926271138477963,37.449999999999996,2,2,4.55
2022-11-30 00:00:00,529,study,25569.0,2405.0,0.0,6.0,30.0,33.0,19.0,10.0,2.0,100.0,1.955,2019,0.0260324741,-3.648410516470926,24.5,1,1,4.03
2022-11-29 00:00:00,528,undue,23739.0,2316.0,0.0,3.0,19.0,35.0,29.0,13.0,2.0,101.0,2.1399999999999997,2019,0.00030376,-8.099272642040727,29.3,2,3,4.356435643564357
2022-11-28 00:00:00,527,tepid,26051.0,2484.0,0.0,10.0,38.0,35.0,13.0,3.0,0.0,99.0,1.785,2019,6.77599e-05,-9.599539983418495,34.99999999999999,1,2,3.606060606060606
2022-11-27 00:00:00,526,happy,25206.0,2356.0,0.0,6.0,28.0,39.0,19.0,6.0,1.0,99.0,1.92,2019,0.0095377342,-4.652499326971869,20.099999999999998,2,1,3.9393939393939394
2022-11-26 00:00:00,525,clean,26381.0,2424.0,1.0,17.0,36.0,31.0,12.0,3.0,0.0,100.0,1.725,2019,0.0050269821,-5.292935455049871,34.4,1,2,3.45
2022-11-25 00:00:00,524,itchy,24197.0,2329.0,0.0,8.0,28.0,40.0,18.0,5.0,1.0,100.0,1.9049999999999998,2018,8.93916e-05,-9.322483839930841,27.0,1,1,3.87
2022-11-24 00:00:00,523,feast,27705.0,2725.0,5.0,13.0,25.0,27.0,19.0,10.0,2.0,101.0,1.855,2018,0.0011059499,-6.807050675280509,38.5,1,2,3.792079207920792
2022-11-23 00:00:00,522,drive,26663.0,2451.0,1.0,12.0,32.0,30.0,18.0,6.0,1.0,100.0,1.8399999999999999,2018,0.0067671319,-4.99567793027135,30.98,1,2,3.74
2022-11-22 00:00:00,521,prime,27437.0,2534.0,1.0,10.0,26.0,32.0,21.0,9.0,1.0,100.0,1.9349999999999998,2018,0.0030978435,-5.777049054725693,30.0,1,2,3.93
2022-11-21 00:00:00,520,axiom,24288.0,2382.0,0.0,5.0,19.0,33.0,27.0,13.0,3.0,100.0,2.075,2018,0.0001992856,-8.520771586240988,25.25,1,3,4.33
2022-11-20 00:00:00,519,brave,24991.0,2396.0,1.0,6.0,17.0,27.0,27.0,18.0,5.0,101.0,2.1,2018,0.0015565331,-6.465294302648587,29.38,1,2,4.455445544554456
2022-11-19 00:00:00,518,avert,24749.0,2400.0,0.0,7.0,26.0,35.0,22.0,9.0,1.0,100.0,1.9849999999999999,2018,0.0001699719,-8.679877428694239,36.98,1,2,4.03
2022-11-18 00:00:00,517,glyph,29208.0,2899.0,0.0,2.0,23.0,49.0,20.0,5.0,1.0,100.0,2.0,2018,3.11644e-05,-10.376234140255226,16.0,1,0,4.06
2022-11-17 00:00:00,516,there,27465.0,2530.0,0.0,14.0,35.0,33.0,14.0,4.0,0.0,100.0,1.795,2018,0.175985174,-1.737355526128622,46.599999999999994,2,2,3.59
2022-11-16 00:00:00,515,baker,25576.0,2541.0,0.0,5.0,16.0,23.0,24.0,22.0,10.0,100.0,2.0599999999999996,2018,0.0013731121,-6.590675509498569,29.169999999999998,1,2,4.72
2022-11-15 00:00:00,514,snarl,27475.0,2650.0,0.0,5.0,21.0,31.0,24.0,15.0,4.0,100.0,2.055,2018,0.0001488463,-8.812596328050267,31.2,1,1,4.35
2022-11-14 00:00:00,513,maple,26536.0,2467.0,1.0,6.0,26.0,36.0,21.0,8.0,1.0,99.0,1.9449999999999998,2018,0.0004414766,-7.7253855404573715,29.2,1,2,3.98989898989899
2022-11-13 00:00:00,512,inane,25085.0,2515.0,0.0,8.0,25.0,30.0,21.0,13.0,3.0,100.0,1.9849999999999999,2019,4.5548e-05,-9.996743843015915,41.3,2,3,4.15
2022-11-12 00:00:00,511,valet,24660.0,2356.0,0.0,4.0,22.0,38.0,25.0,9.0,1.0,99.0,2.03,2019,0.0002060452,-8.487414995767459,34.98,1,2,4.161616161616162
2022-11-11 00:00:00,510,medal,25993.0,2438.0,0.0,5.0,25.0,38.0,23.0,8.0,1.0,100.0,2.005,2019,0.0004282843,-7.755723330563964,31.599999999999998,1,2,4.07
2022-11-10 00:00:00,509,unite,27467.0,2575.0,1.0,11.0,31.0,33.0,18.0,5.0,1.0,100.0,1.845,2019,0.000454355,-7.696631727151434,38.3,1,3,3.75
2022-11-09 00:00:00,508,rainy,28984.0,2678.0,1.0,16.0,38.0,31.0,11.0,3.0,1.0,101.0,1.7249999999999999,2019,0.0003359313,-7.998603883192456,29.9,1,2,3.4752475247524752
2022-11-08 00:00:00,507,spell,27213.0,2531.0,0.0,4.0,24.0,37.0,24.0,9.0,1.0,99.0,2.0149999999999997,2019,0.0014231668,-6.554870749596942,28.9,2,1,4.1313131313131315
2022-11-07 00:00:00,506,begin,26096.0,2439.0,0.0,6.0,26.0,36.0,23.0,7.0,1.0,99.0,1.96,2019,0.007079925,-4.950491964552956,29.9,1,2,4.02020202020202
2022-11-06 00:00:00,505,stale,31068.0,3013.0,2.0,19.0,30.0,27.0,15.0,6.0,2.0,101.0,1.7550000000000001,2019,0.0002671946,-8.227533326086839,40.3,1,2,3.594059405940594
2022-11-05 00:00:00,504,dream,29743.0,2751.0,5.0,14.0,31.0,29.0,15.0,4.0,1.0,99.0,1.71,2019,0.0053573079,-5.229293687535642,33.6,1,2,3.515151515151515
2022-11-04 00:00:00,503,photo,27330.0,2565.0,0.0,5.0,34.0,43.0,15.0,3.0,0.0,100.0,1.885,2019,0.0028044935,-5.876532326722259,32.1,2,2,3.77
2022-11-03 00:00:00,502,aloud,29554.0,2819.0,1.0,18.0,31.0,30.0,15.0,4.0,1.0,100.0,1.75,2019,0.0011590516,-6.760153194476646,26.8,1,3,3.56
2022-11-02 00:00:00,501,inept,27670.0,2640.0,0.0,6.0,30.0,39.0,20.0,6.0,1.0,102.0,1.9749999999999999,2019,8.04423e-05,-9.427970400728658,37.4,1,2,3.9313725490196076
2022-11-01 00:00:00,500,piney,27502.0,3667.0,0.0,1.0,14.0,37.0,33.0,14.0,2.0,101.0,2.215,2019,2.06205e-05,-10.789224831366827,30.3,1,2,4.5049504950495045
2022-10-31 00:00:00,499,aptly,26498.0,2572.0,0.0,3.0,26.0,41.0,23.0,7.0,1.0,101.0,2.03,2019,0.0002041274,-8.496766249241233,25.2,1,1,4.079207920792079
2022-10-30 00:00:00,498,waltz,24672.0,2496.0,0.0,2.0,11.0,29.0,35.0,19.0,3.0,99.0,2.225,2019,0.0001968707,-8.53296338989274,23.774,1,1,4.6767676767676765
2022-10-29 00:00:00,497,libel,25156.0,2536.0,0.0,3.0,15.0,32.0,32.0,16.0,2.0,100.0,2.1849999999999996,2019,0.0001552674,-8.77036176613619,29.2,2,2,4.49
2022-10-28 00:00:00,496,sneak,27905.0,2636.0,0.0,7.0,28.0,36.0,21.0,7.0,1.0,100.0,1.95,2019,0.0004404847,-7.727634846448915,34.67,1,2,3.96
2022-10-27 00:00:00,495,carry,27609.0,2615.0,0.0,4.0,22.0,35.0,24.0,12.0,3.0,100.0,2.045,2019,0.0057340729,-5.161329197963828,25.0,2,1,4.27
2022-10-26 00:00:00,494,flout,30063.0,2904.0,0.0,6.0,28.0,37.0,21.0,7.0,1.0,100.0,1.96,2019,2.27214e-05,-10.69220334629143,25.6,1,2,3.98
2022-10-25 00:00:00,493,foggy,28953.0,2817.0,0.0,2.0,13.0,35.0,32.0,15.0,3.0,100.0,2.18,2019,0.0001374308,-8.892390040269147,15.7,2,1,4.54
2022-10-24 00:00:00,492,fault,28947.0,2768.0,0.0,7.0,27.0,35.0,22.0,8.0,1.0,100.0,1.97,2019,0.0031148481,-5.771574891976669,26.299999999999997,1,2,4.0
2022-10-23 00:00:00,491,mummy,29279.0,3021.0,0.0,1.0,4.0,14.0,27.0,37.0,18.0,101.0,2.2249999999999996,2019,0.0003685455,-7.905946380415729,12.0,2,1,5.475247524752476
2022-10-22 00:00:00,490,spiel,29084.0,2810.0,0.0,7.0,32.0,36.0,19.0,6.0,1.0,101.0,1.93,2019,3.81086e-05,-10.17507057951817,31.9,1,2,3.881188118811881
2022-10-21 00:00:00,489,grove,28637.0,2794.0,0.0,4.0,18.0,30.0,28.0,17.0,3.0,100.0,2.1350000000000002,2019,0.0007521227,-7.192611082430761,29.18,1,2,4.45
2022-10-20 00:00:00,488,denim,28741.0,2769.0,0.0,5.0,29.0,40.0,20.0,5.0,0.0,99.0,1.935,2019,0.0001508195,-8.799426800405454,33.1,1,2,3.909090909090909
2022-10-19 00:00:00,487,quirk,28322.0,2794.0,0.0,3.0,23.0,39.0,24.0,9.0,2.0,100.0,2.0349999999999997,2019,9.32629e-05,-9.280088171206533,16.665,1,2,4.19
2022-10-18 00:00:00,486,exist,28612.0,2805.0,0.0,5.0,24.0,38.0,23.0,8.0,1.0,99.0,1.99,2019,0.0052774127,-5.2443193203018765,35.25,1,2,4.08080808080808
2022-10-17 00:00:00,485,stein,31269.0,2965.0,1.0,12.0,34.0,32.0,16.0,5.0,1.0,101.0,1.8299999999999998,2019,0.0005113114,-7.578531760018915,41.8,1,2,3.6831683168316833
2022-10-16 00:00:00,484,spade,30459.0,2854.0,1.0,8.0,29.0,36.0,19.0,6.0,1.0,100.0,1.9,2019,0.0001876441,-8.580963474390995,33.4,1,2,3.86
2022-10-15 00:00:00,483,catch,30403.0,3123.0,0.0,7.0,18.0,20.0,15.0,16.0,23.0,99.0,1.71,2019,0.0041101406,-5.494298041813375,29.0,2,1,4.848484848484849
2022-10-14 00:00:00,482,floor,28906.0,2752.0,0.0,3.0,23.0,44.0,24.0,6.0,0.0,100.0,2.035,2019,0.01036508,-4.569312814841497,27.2,2,2,4.07
2022-10-13 00:00:00,481,equal,27197.0,2677.0,0.0,5.0,23.0,35.0,25.0,11.0,2.0,101.0,2.0599999999999996,2019,0.0068611707,-4.9818771958277415,27.794999999999998,1,3,4.198019801980198
2022-10-12 00:00:00,480,ionic,29151.0,2947.0,0.0,2.0,13.0,25.0,28.0,21.0,11.0,100.0,2.1,2019,0.0005037963,-7.593338538256933,31.0,2,3,4.86
2022-10-11 00:00:00,479,valid,28575.0,2752.0,0.0,4.0,28.0,38.0,21.0,8.0,1.0,100.0,1.99,2019,0.0022391374,-6.101664576566822,24.48,1,2,4.04
2022-10-10 00:00:00,478,enjoy,26878.0,2654.0,0.0,3.0,12.0,29.0,33.0,20.0,3.0,100.0,2.23,2019,0.0041490092,-5.484885720232081,29.049999999999997,1,2,4.64
2022-10-09 00:00:00,477,howdy,28408.0,2668.0,0.0,2.0,13.0,32.0,32.0,17.0,4.0,100.0,2.185,2019,3.67405e-05,-10.211630869124551,22.3,1,1,4.61
2022-10-08 00:00:00,476,vigor,26905.0,2642.0,0.0,2.0,15.0,35.0,31.0,14.0,2.0,99.0,2.15,2019,0.0002385083,-8.34110644740284,23.48,1,2,4.4646464646464645
2022-10-07 00:00:00,475,dandy,29026.0,2840.0,0.0,2.0,11.0,23.0,29.0,24.0,11.0,100.0,2.145,2019,0.0001293181,-8.953235297451286,25.5,2,1,4.95
2022-10-06 00:00:00,474,sloth,32522.0,2987.0,1.0,10.0,38.0,34.0,13.0,3.0,0.0,99.0,1.77,2019,8.19826e-05,-9.409003528338543,33.0,1,1,3.5757575757575757
2022-10-05 00:00:00,473,marsh,30935.0,2885.0,0.0,9.0,30.0,35.0,19.0,6.0,1.0,100.0,1.9,2019,0.0006079908,-7.405350807691538,29.0,1,1,3.86
2022-10-04 00:00:00,472,bough,32014.0,3060.0,0.0,3.0,17.0,35.0,28.0,13.0,3.0,99.0,2.0900000000000003,2019,9.3682e-05,-9.275604489628579,19.9,1,2,4.404040404040404
2022-10-03 00:00:00,471,sting,32288.0,2969.0,1.0,10.0,30.0,33.0,18.0,8.0,2.0,102.0,1.915,2019,0.0004343603,-7.74163618394448,31.099999999999998,1,1,3.872549019607843
2022-10-02 00:00:00,470,twine,30088.0,2775.0,0.0,6.0,28.0,40.0,20.0,5.0,1.0,100.0,1.9349999999999998,2019,0.0001068255,-9.144313895892834,37.9,1,2,3.93
2022-10-01 00:00:00,469,leave,28202.0,2696.0,0.0,4.0,16.0,34.0,31.0,12.0,1.0,98.0,2.1,2019,0.0158832268,-4.142491644812822,38.58,2,3,4.346938775510204
2022-09-30 00:00:00,468,scorn,31223.0,2859.0,0.0,8.0,31.0,35.0,20.0,6.0,1.0,101.0,1.93,2019,0.0003907678,-7.847397036277309,29.3,1,1,3.881188118811881
2022-09-29 00:00:00,467,scald,30477.0,2829.0,0.0,4.0,23.0,36.0,24.0,11.0,2.0,100.0,2.045,2019,2.51286e-05,-10.591503918267057,25.599999999999998,1,1,4.21
2022-09-28 00:00:00,466,usurp,31355.0,3007.0,0.0,3.0,21.0,38.0,26.0,9.0,1.0,98.0,2.03,2019,5.60551e-05,-9.789175422398129,19.799999999999997,2,2,4.204081632653061
2022-09-27 00:00:00,465,soggy,30985.0,2888.0,0.0,2.0,18.0,38.0,28.0,11.0,2.0,99.0,2.09,2019,9.04353e-05,-9.310875880060578,19.8,2,1,4.343434343434343
2022-09-26 00:00:00,464,brisk,31706.0,2884.0,0.0,5.0,23.0,38.0,24.0,7.0,1.0,98.0,1.97,2018,0.0002851737,-8.162412089665068,21.57,1,1,4.081632653061225
2022-09-25 00:00:00,463,admit,28994.0,2677.0,0.0,10.0,25.0,34.0,22.0,8.0,1.0,100.0,1.95,2018,0.0028124794,-5.873688835922867,31.0,1,2,3.96
2022-09-24 00:00:00,462,grate,32777.0,3077.0,1.0,14.0,29.0,28.0,16.0,8.0,3.0,99.0,1.795,2018,0.0001997784,-8.518301805702032,38.0,1,2,3.808080808080808
2022-09-23 00:00:00,461,glory,31509.0,2893.0,0.0,6.0,30.0,39.0,19.0,5.0,0.0,99.0,1.915,2018,0.0027846277,-5.883641094969795,21.5,1,1,3.8686868686868685
2022-09-22 00:00:00,460,saint,34455.0,3119.0,1.0,14.0,35.0,29.0,15.0,5.0,1.0,100.0,1.7799999999999998,2018,0.002556743,-5.969021096132687,37.3,1,2,3.62
2022-09-21 00:00:00,459,recap,31976.0,2900.0,0.0,5.0,30.0,35.0,21.0,8.0,1.0,100.0,1.97,2018,7.41526e-05,-9.509385425935724,31.599999999999998,1,2,4.0
2022-09-20 00:00:00,458,alike,31277.0,2843.0,0.0,6.0,20.0,33.0,27.0,12.0,2.0,100.0,2.065,2018,0.0014177567,-6.558679445283384,32.67,1,3,4.25
2022-09-19 00:00:00,457,trice,35050.0,3430.0,0.0,5.0,24.0,25.0,18.0,17.0,11.0,100.0,1.925,2018,2.9928e-05,-10.41671606091843,37.6,1,2,4.51
2022-09-18 00:00:00,456,stick,33102.0,3038.0,1.0,9.0,36.0,35.0,14.0,4.0,0.0,99.0,1.805,2018,0.0028027921,-5.877139180081829,25.97,1,1,3.6464646464646466
2022-09-17 00:00:00,455,chute,33418.0,3073.0,0.0,11.0,37.0,36.0,12.0,3.0,0.0,99.0,1.775,2018,0.0001155166,-9.066096315385856,33.5,1,2,3.585858585858586
2022-09-16 00:00:00,454,parer,37309.0,4130.0,0.0,0.0,4.0,11.0,15.0,22.0,48.0,100.0,1.555,2018,3.0929e-06,-12.68640139585416,34.8,2,2,5.99
2022-09-15 00:00:00,453,doubt,33344.0,3011.0,1.0,12.0,32.0,34.0,16.0,4.0,0.0,99.0,1.805,2018,0.0072695111,-4.924066238666385,25.200000000000003,1,2,3.6464646464646466
2022-09-14 00:00:00,452,thyme,32142.0,2938.0,1.0,5.0,24.0,41.0,23.0,5.0,0.0,99.0,1.96,2019,0.0002385955,-8.340740908495075,32.3,1,1,3.95959595959596
2022-09-13 00:00:00,451,alpha,29497.0,2706.0,0.0,3.0,19.0,40.0,28.0,9.0,1.0,100.0,2.09,2019,0.0012179309,-6.710601843651884,28.4,2,2,4.24
2022-09-12 00:00:00,450,booze,29147.0,2883.0,0.0,1.0,7.0,27.0,38.0,23.0,4.0,100.0,2.315,2019,0.0001857357,-8.591185862525073,29.274,2,3,4.87
2022-09-11 00:00:00,449,tibia,27887.0,2675.0,0.0,1.0,14.0,40.0,30.0,12.0,2.0,99.0,2.1399999999999997,2019,0.0001332712,-8.923124408136145,32.8,2,3,4.444444444444445
2022-09-10 00:00:00,448,lofty,29237.0,2777.0,0.0,4.0,19.0,34.0,27.0,13.0,3.0,100.0,2.085,2019,0.0004813315,-7.638954336051132,24.799999999999997,1,1,4.35
2022-09-09 00:00:00,447,theme,32172.0,2909.0,0.0,8.0,29.0,40.0,18.0,4.0,0.0,99.0,1.885,2019,0.0025118287,-5.986744225376571,43.0,2,2,3.808080808080808
2022-09-08 00:00:00,446,class,31962.0,3001.0,0.0,4.0,21.0,32.0,22.0,13.0,7.0,99.0,1.97,2019,0.0159771113,-4.136598124696962,27.6,2,1,4.404040404040404
2022-09-07 00:00:00,445,leery,30992.0,2873.0,0.0,3.0,17.0,37.0,28.0,12.0,2.0,99.0,2.0949999999999998,2019,3.17434e-05,-10.35782572825012,37.4,2,2,4.353535353535354
2022-09-06 00:00:00,444,taunt,32734.0,3022.0,0.0,4.0,19.0,27.0,21.0,16.0,13.0,100.0,1.935,2019,0.0001017494,-9.192997630464852,35.9,2,2,4.65
2022-09-05 00:00:00,443,whoop,32733.0,2970.0,0.0,1.0,16.0,47.0,29.0,7.0,1.0,101.0,2.13,2019,8.14137e-05,-9.415966994449116,25.4,2,2,4.2772277227722775
2022-09-04 00:00:00,442,inter,32018.0,2889.0,0.0,6.0,25.0,36.0,23.0,8.0,1.0,99.0,1.9749999999999999,2019,0.0018319744,-6.302360986626959,41.5,1,2,4.05050505050505
